,IMAGE PATH,IMAGE NAME,LABEL,GENDER,MAPPED LABELS
3940,../data/NistFormatted/s1941_03.png,s1941_03.png,R,M,2
1896,../data/NistFormatted/f1897_07.png,f1897_07.png,T,F,3
2585,../data/NistFormatted/s0586_02.png,s0586_02.png,A,M,0
895,../data/NistFormatted/f0896_05.png,f0896_05.png,W,M,4
1894,../data/NistFormatted/f1895_02.png,f1895_02.png,L,M,1
2325,../data/NistFormatted/s0326_07.png,s0326_07.png,A,M,0
1399,../data/NistFormatted/f1400_01.png,f1400_01.png,R,M,2
2008,../data/NistFormatted/s0009_08.png,s0009_08.png,L,M,1
2070,../data/NistFormatted/s0071_09.png,s0071_09.png,L,M,1
2675,../data/NistFormatted/s0676_02.png,s0676_02.png,T,F,3
1564,../data/NistFormatted/f1565_09.png,f1565_09.png,L,M,1
3325,../data/NistFormatted/s1326_07.png,s1326_07.png,T,F,3
3881,../data/NistFormatted/s1882_03.png,s1882_03.png,T,M,3
1258,../data/NistFormatted/f1259_08.png,f1259_08.png,T,M,3
766,../data/NistFormatted/f0767_03.png,f0767_03.png,A,M,0
1425,../data/NistFormatted/f1426_02.png,f1426_02.png,R,M,2
2834,../data/NistFormatted/s0835_10.png,s0835_10.png,L,F,1
3582,../data/NistFormatted/s1583_04.png,s1583_04.png,R,F,2
2683,../data/NistFormatted/s0684_02.png,s0684_02.png,T,M,3
130,../data/NistFormatted/f0131_10.png,f0131_10.png,L,M,1
2209,../data/NistFormatted/s0210_09.png,s0210_09.png,L,M,1
763,../data/NistFormatted/f0764_01.png,f0764_01.png,W,M,4
2475,../data/NistFormatted/s0476_09.png,s0476_09.png,L,F,1
2847,../data/NistFormatted/s0848_01.png,s0848_01.png,R,M,2
3794,../data/NistFormatted/s1795_05.png,s1795_05.png,A,M,0
2043,../data/NistFormatted/s0044_03.png,s0044_03.png,R,M,2
3356,../data/NistFormatted/s1357_05.png,s1357_05.png,L,F,1
3833,../data/NistFormatted/s1834_02.png,s1834_02.png,T,M,3
3066,../data/NistFormatted/s1067_08.png,s1067_08.png,T,M,3
1938,../data/NistFormatted/f1939_04.png,f1939_04.png,A,M,0
2316,../data/NistFormatted/s0317_05.png,s0317_05.png,R,F,2
3772,../data/NistFormatted/s1773_07.png,s1773_07.png,T,M,3
2264,../data/NistFormatted/s0265_04.png,s0265_04.png,W,F,4
1434,../data/NistFormatted/f1435_09.png,f1435_09.png,A,M,0
1937,../data/NistFormatted/f1938_01.png,f1938_01.png,A,M,0
540,../data/NistFormatted/f0541_08.png,f0541_08.png,A,F,0
3689,../data/NistFormatted/s1690_01.png,s1690_01.png,A,M,0
3219,../data/NistFormatted/s1220_02.png,s1220_02.png,T,M,3
1712,../data/NistFormatted/f1713_07.png,f1713_07.png,W,F,4
3846,../data/NistFormatted/s1847_10.png,s1847_10.png,L,M,1
3117,../data/NistFormatted/s1118_02.png,s1118_02.png,L,M,1
299,../data/NistFormatted/f0300_08.png,f0300_08.png,T,M,3
1303,../data/NistFormatted/f1304_06.png,f1304_06.png,W,M,4
141,../data/NistFormatted/f0142_06.png,f0142_06.png,L,M,1
2841,../data/NistFormatted/s0842_05.png,s0842_05.png,R,M,2
2493,../data/NistFormatted/s0494_08.png,s0494_08.png,A,M,0
2126,../data/NistFormatted/s0127_04.png,s0127_04.png,T,F,3
2237,../data/NistFormatted/s0238_07.png,s0238_07.png,L,M,1
1459,../data/NistFormatted/f1460_06.png,f1460_06.png,L,F,1
3676,../data/NistFormatted/s1677_01.png,s1677_01.png,A,M,0
1552,../data/NistFormatted/f1553_08.png,f1553_08.png,T,F,3
2906,../data/NistFormatted/s0907_06.png,s0907_06.png,L,M,1
168,../data/NistFormatted/f0169_05.png,f0169_05.png,R,M,2
3961,../data/NistFormatted/s1962_03.png,s1962_03.png,A,M,0
410,../data/NistFormatted/f0411_05.png,f0411_05.png,W,M,4
2215,../data/NistFormatted/s0216_05.png,s0216_05.png,R,M,2
2339,../data/NistFormatted/s0340_03.png,s0340_03.png,R,F,2
891,../data/NistFormatted/f0892_06.png,f0892_06.png,L,M,1
3518,../data/NistFormatted/s1519_03.png,s1519_03.png,W,M,4
142,../data/NistFormatted/f0143_05.png,f0143_05.png,R,M,2
1296,../data/NistFormatted/f1297_09.png,f1297_09.png,L,F,1
3696,../data/NistFormatted/s1697_04.png,s1697_04.png,W,M,4
2669,../data/NistFormatted/s0670_02.png,s0670_02.png,T,M,3
1909,../data/NistFormatted/f1910_01.png,f1910_01.png,R,M,2
469,../data/NistFormatted/f0470_01.png,f0470_01.png,W,M,4
3832,../data/NistFormatted/s1833_05.png,s1833_05.png,W,M,4
2186,../data/NistFormatted/s0187_08.png,s0187_08.png,T,M,3
446,../data/NistFormatted/f0447_01.png,f0447_01.png,W,M,4
360,../data/NistFormatted/f0361_06.png,f0361_06.png,L,F,1
2838,../data/NistFormatted/s0839_10.png,s0839_10.png,L,M,1
3564,../data/NistFormatted/s1565_09.png,s1565_09.png,L,M,1
1664,../data/NistFormatted/f1665_07.png,f1665_07.png,W,M,4
625,../data/NistFormatted/f0626_07.png,f0626_07.png,R,M,2
2544,../data/NistFormatted/s0545_02.png,s0545_02.png,W,M,4
3049,../data/NistFormatted/s1050_05.png,s1050_05.png,A,M,0
3484,../data/NistFormatted/s1485_05.png,s1485_05.png,R,M,2
2973,../data/NistFormatted/s0974_04.png,s0974_04.png,R,M,2
361,../data/NistFormatted/f0362_05.png,f0362_05.png,W,M,4
3779,../data/NistFormatted/s1780_03.png,s1780_03.png,T,F,3
3886,../data/NistFormatted/s1887_06.png,s1887_06.png,L,M,1
2981,../data/NistFormatted/s0982_02.png,s0982_02.png,A,M,0
2877,../data/NistFormatted/s0878_01.png,s0878_01.png,W,M,4
1128,../data/NistFormatted/f1129_06.png,f1129_06.png,A,M,0
587,../data/NistFormatted/f0588_04.png,f0588_04.png,W,F,4
1731,../data/NistFormatted/f1732_04.png,f1732_04.png,T,M,3
6,../data/NistFormatted/f0007_09.png,f0007_09.png,L,M,1
702,../data/NistFormatted/f0703_02.png,f0703_02.png,T,M,3
409,../data/NistFormatted/f0410_06.png,f0410_06.png,L,M,1
1885,../data/NistFormatted/f1886_09.png,f1886_09.png,A,M,0
421,../data/NistFormatted/f0422_07.png,f0422_07.png,L,M,1
75,../data/NistFormatted/f0076_07.png,f0076_07.png,T,F,3
1489,../data/NistFormatted/f1490_08.png,f1490_08.png,T,M,3
374,../data/NistFormatted/f0375_02.png,f0375_02.png,T,M,3
3452,../data/NistFormatted/s1453_07.png,s1453_07.png,W,M,4
1652,../data/NistFormatted/f1653_07.png,f1653_07.png,T,M,3
2205,../data/NistFormatted/s0206_08.png,s0206_08.png,T,M,3
1430,../data/NistFormatted/f1431_08.png,f1431_08.png,A,F,0
2453,../data/NistFormatted/s0454_04.png,s0454_04.png,W,M,4
2891,../data/NistFormatted/s0892_06.png,s0892_06.png,L,M,1
246,../data/NistFormatted/f0247_08.png,f0247_08.png,W,M,4
3103,../data/NistFormatted/s1104_10.png,s1104_10.png,W,M,4
3790,../data/NistFormatted/s1791_03.png,s1791_03.png,T,M,3
1528,../data/NistFormatted/f1529_03.png,f1529_03.png,T,M,3
1424,../data/NistFormatted/f1425_01.png,f1425_01.png,W,M,4
3536,../data/NistFormatted/s1537_07.png,s1537_07.png,W,M,4
2527,../data/NistFormatted/s0528_03.png,s0528_03.png,R,M,2
1252,../data/NistFormatted/f1253_03.png,f1253_03.png,R,M,2
680,../data/NistFormatted/f0681_08.png,f0681_08.png,A,M,0
2947,../data/NistFormatted/s0948_02.png,s0948_02.png,A,M,0
1478,../data/NistFormatted/f1479_10.png,f1479_10.png,T,F,3
331,../data/NistFormatted/f0332_03.png,f0332_03.png,A,M,0
3703,../data/NistFormatted/s1704_09.png,s1704_09.png,L,F,1
2288,../data/NistFormatted/s0289_01.png,s0289_01.png,R,M,2
3814,../data/NistFormatted/s1815_08.png,s1815_08.png,W,M,4
3165,../data/NistFormatted/s1166_10.png,s1166_10.png,L,M,1
3366,../data/NistFormatted/s1367_02.png,s1367_02.png,T,M,3
2963,../data/NistFormatted/s0964_03.png,s0964_03.png,T,M,3
3177,../data/NistFormatted/s1178_05.png,s1178_05.png,R,M,2
1152,../data/NistFormatted/f1153_01.png,f1153_01.png,R,M,2
651,../data/NistFormatted/f0652_05.png,f0652_05.png,R,F,2
2878,../data/NistFormatted/s0879_02.png,s0879_02.png,R,F,2
1619,../data/NistFormatted/f1620_07.png,f1620_07.png,L,M,1
1283,../data/NistFormatted/f1284_05.png,f1284_05.png,R,M,2
3019,../data/NistFormatted/s1020_06.png,s1020_06.png,A,M,0
412,../data/NistFormatted/f0413_01.png,f0413_01.png,R,F,2
1931,../data/NistFormatted/f1932_09.png,f1932_09.png,L,F,1
1772,../data/NistFormatted/f1773_07.png,f1773_07.png,T,M,3
1032,../data/NistFormatted/f1033_05.png,f1033_05.png,R,M,2
535,../data/NistFormatted/f0536_02.png,f0536_02.png,W,M,4
3652,../data/NistFormatted/s1653_07.png,s1653_07.png,T,M,3
2956,../data/NistFormatted/s0957_03.png,s0957_03.png,A,M,0
3776,../data/NistFormatted/s1777_08.png,s1777_08.png,L,M,1
3628,../data/NistFormatted/s1629_08.png,s1629_08.png,T,M,3
442,../data/NistFormatted/f0443_06.png,f0443_06.png,L,M,1
1322,../data/NistFormatted/f1323_03.png,f1323_03.png,T,M,3
241,../data/NistFormatted/f0242_10.png,f0242_10.png,W,M,4
2046,../data/NistFormatted/s0047_01.png,s0047_01.png,T,M,3
3131,../data/NistFormatted/s1132_04.png,s1132_04.png,R,M,2
2488,../data/NistFormatted/s0489_04.png,s0489_04.png,R,M,2
1568,../data/NistFormatted/f1569_06.png,f1569_06.png,L,M,1
3382,../data/NistFormatted/s1383_03.png,s1383_03.png,T,M,3
2049,../data/NistFormatted/s0050_01.png,s0050_01.png,T,M,3
2221,../data/NistFormatted/s0222_03.png,s0222_03.png,T,M,3
2597,../data/NistFormatted/s0598_08.png,s0598_08.png,T,F,3
1455,../data/NistFormatted/f1456_10.png,f1456_10.png,A,M,0
1214,../data/NistFormatted/f1215_08.png,f1215_08.png,A,M,0
1771,../data/NistFormatted/f1772_04.png,f1772_04.png,W,F,4
3132,../data/NistFormatted/s1133_06.png,s1133_06.png,L,F,1
1685,../data/NistFormatted/f1686_04.png,f1686_04.png,A,M,0
1403,../data/NistFormatted/f1404_09.png,f1404_09.png,L,M,1
2402,../data/NistFormatted/s0403_07.png,s0403_07.png,T,F,3
420,../data/NistFormatted/f0421_01.png,f0421_01.png,W,M,4
2921,../data/NistFormatted/s0922_07.png,s0922_07.png,T,M,3
1060,../data/NistFormatted/f1061_01.png,f1061_01.png,R,M,2
402,../data/NistFormatted/f0403_07.png,f0403_07.png,T,F,3
3669,../data/NistFormatted/s1670_08.png,s1670_08.png,L,F,1
2926,../data/NistFormatted/s0927_03.png,s0927_03.png,R,M,2
3429,../data/NistFormatted/s1430_05.png,s1430_05.png,R,M,2
2156,../data/NistFormatted/s0157_03.png,s0157_03.png,R,M,2
3306,../data/NistFormatted/s1307_03.png,s1307_03.png,R,F,2
1355,../data/NistFormatted/f1356_02.png,f1356_02.png,R,M,2
3691,../data/NistFormatted/s1692_08.png,s1692_08.png,L,M,1
2663,../data/NistFormatted/s0664_03.png,s0664_03.png,R,M,2
907,../data/NistFormatted/f0908_07.png,f0908_07.png,A,F,0
3195,../data/NistFormatted/s1196_04.png,s1196_04.png,W,M,4
1661,../data/NistFormatted/f1662_04.png,f1662_04.png,W,M,4
2750,../data/NistFormatted/s0751_08.png,s0751_08.png,L,M,1
99,../data/NistFormatted/f0100_10.png,f0100_10.png,W,M,4
1374,../data/NistFormatted/f1375_02.png,f1375_02.png,A,M,0
470,../data/NistFormatted/f0471_01.png,f0471_01.png,R,F,2
950,../data/NistFormatted/f0951_07.png,f0951_07.png,T,M,3
2550,../data/NistFormatted/s0551_08.png,s0551_08.png,T,M,3
2034,../data/NistFormatted/s0035_07.png,s0035_07.png,L,M,1
2134,../data/NistFormatted/s0135_04.png,s0135_04.png,R,M,2
491,../data/NistFormatted/f0492_02.png,f0492_02.png,A,M,0
1141,../data/NistFormatted/f1142_03.png,f1142_03.png,T,M,3
1646,../data/NistFormatted/f1647_02.png,f1647_02.png,A,F,0
1392,../data/NistFormatted/f1393_01.png,f1393_01.png,W,M,4
2716,../data/NistFormatted/s0717_10.png,s0717_10.png,L,F,1
2338,../data/NistFormatted/s0339_05.png,s0339_05.png,R,F,2
76,../data/NistFormatted/f0077_03.png,f0077_03.png,W,M,4
1500,../data/NistFormatted/f1501_06.png,f1501_06.png,L,M,1
3870,../data/NistFormatted/s1871_08.png,s1871_08.png,A,M,0
2965,../data/NistFormatted/s0966_04.png,s0966_04.png,A,M,0
3956,../data/NistFormatted/s1957_05.png,s1957_05.png,W,M,4
817,../data/NistFormatted/f0818_02.png,f0818_02.png,L,M,1
1665,../data/NistFormatted/f1666_10.png,f1666_10.png,L,M,1
2009,../data/NistFormatted/s0010_01.png,s0010_01.png,W,M,4
3308,../data/NistFormatted/s1309_05.png,s1309_05.png,W,M,4
661,../data/NistFormatted/f0662_06.png,f0662_06.png,W,M,4
2307,../data/NistFormatted/s0308_09.png,s0308_09.png,L,F,1
2128,../data/NistFormatted/s0129_04.png,s0129_04.png,W,M,4
2350,../data/NistFormatted/s0351_08.png,s0351_08.png,T,M,3
2448,../data/NistFormatted/s0449_05.png,s0449_05.png,A,M,0
3850,../data/NistFormatted/s1851_07.png,s1851_07.png,A,M,0
2240,../data/NistFormatted/s0241_04.png,s0241_04.png,R,M,2
1382,../data/NistFormatted/f1383_03.png,f1383_03.png,T,M,3
203,../data/NistFormatted/f0204_10.png,f0204_10.png,L,M,1
2726,../data/NistFormatted/s0727_07.png,s0727_07.png,T,F,3
3777,../data/NistFormatted/s1778_05.png,s1778_05.png,R,M,2
3817,../data/NistFormatted/s1818_02.png,s1818_02.png,A,M,0
1791,../data/NistFormatted/f1792_06.png,f1792_06.png,L,M,1
1553,../data/NistFormatted/f1554_10.png,f1554_10.png,L,M,1
3235,../data/NistFormatted/s1236_10.png,s1236_10.png,L,M,1
1864,../data/NistFormatted/f1865_01.png,f1865_01.png,R,M,2
1035,../data/NistFormatted/f1036_02.png,f1036_02.png,A,M,0
297,../data/NistFormatted/f0298_06.png,f0298_06.png,L,M,1
2899,../data/NistFormatted/s0900_09.png,s0900_09.png,W,F,4
1329,../data/NistFormatted/f1330_03.png,f1330_03.png,R,M,2
1138,../data/NistFormatted/f1139_06.png,f1139_06.png,L,M,1
3179,../data/NistFormatted/s1180_03.png,s1180_03.png,R,F,2
1667,../data/NistFormatted/f1668_07.png,f1668_07.png,R,M,2
2843,../data/NistFormatted/s0844_03.png,s0844_03.png,T,F,3
1960,../data/NistFormatted/f1961_07.png,f1961_07.png,A,M,0
602,../data/NistFormatted/f0603_02.png,f0603_02.png,R,M,2
312,../data/NistFormatted/f0313_08.png,f0313_08.png,W,M,4
568,../data/NistFormatted/f0569_09.png,f0569_09.png,A,M,0
637,../data/NistFormatted/f0638_05.png,f0638_05.png,R,F,2
231,../data/NistFormatted/f0232_09.png,f0232_09.png,L,M,1
915,../data/NistFormatted/f0916_09.png,f0916_09.png,L,M,1
734,../data/NistFormatted/f0735_01.png,f0735_01.png,A,F,0
1457,../data/NistFormatted/f1458_04.png,f1458_04.png,A,F,0
2604,../data/NistFormatted/s0605_03.png,s0605_03.png,A,M,0
2851,../data/NistFormatted/s0852_02.png,s0852_02.png,R,F,2
3231,../data/NistFormatted/s1232_09.png,s1232_09.png,L,M,1
3505,../data/NistFormatted/s1506_02.png,s1506_02.png,T,M,3
3508,../data/NistFormatted/s1509_08.png,s1509_08.png,L,M,1
2069,../data/NistFormatted/s0070_10.png,s0070_10.png,A,F,0
80,../data/NistFormatted/f0081_07.png,f0081_07.png,A,F,0
3540,../data/NistFormatted/s1541_01.png,s1541_01.png,R,M,2
2301,../data/NistFormatted/s0302_01.png,s0302_01.png,W,F,4
746,../data/NistFormatted/f0747_04.png,f0747_04.png,A,M,0
3145,../data/NistFormatted/s1146_03.png,s1146_03.png,T,F,3
2615,../data/NistFormatted/s0616_08.png,s0616_08.png,T,M,3
3788,../data/NistFormatted/s1789_07.png,s1789_07.png,L,M,1
2508,../data/NistFormatted/s0509_07.png,s0509_07.png,L,M,1
2279,../data/NistFormatted/s0280_02.png,s0280_02.png,T,M,3
3197,../data/NistFormatted/s1198_07.png,s1198_07.png,R,M,2
3159,../data/NistFormatted/s1160_02.png,s1160_02.png,W,M,4
550,../data/NistFormatted/f0551_08.png,f0551_08.png,T,M,3
2283,../data/NistFormatted/s0284_10.png,s0284_10.png,L,M,1
138,../data/NistFormatted/f0139_10.png,f0139_10.png,L,M,1
278,../data/NistFormatted/f0279_06.png,f0279_06.png,A,F,0
3964,../data/NistFormatted/s1965_04.png,s1965_04.png,R,F,2
128,../data/NistFormatted/f0129_04.png,f0129_04.png,W,M,4
2349,../data/NistFormatted/s0350_07.png,s0350_07.png,T,M,3
94,../data/NistFormatted/f0095_05.png,f0095_05.png,R,M,2
821,../data/NistFormatted/f0822_05.png,f0822_05.png,R,M,2
1009,../data/NistFormatted/f1010_02.png,f1010_02.png,T,M,3
1838,../data/NistFormatted/f1839_06.png,f1839_06.png,W,M,4
3818,../data/NistFormatted/s1819_03.png,s1819_03.png,R,M,2
1565,../data/NistFormatted/f1566_05.png,f1566_05.png,A,M,0
1941,../data/NistFormatted/f1942_06.png,f1942_06.png,L,M,1
1818,../data/NistFormatted/f1819_03.png,f1819_03.png,R,M,2
2635,../data/NistFormatted/s0636_02.png,s0636_02.png,T,M,3
3424,../data/NistFormatted/s1425_01.png,s1425_01.png,W,M,4
3324,../data/NistFormatted/s1325_03.png,s1325_03.png,R,M,2
173,../data/NistFormatted/f0174_03.png,f0174_03.png,R,M,2
3426,../data/NistFormatted/s1427_10.png,s1427_10.png,A,M,0
3637,../data/NistFormatted/s1638_04.png,s1638_04.png,A,M,0
2415,../data/NistFormatted/s0416_06.png,s0416_06.png,R,F,2
2610,../data/NistFormatted/s0611_01.png,s0611_01.png,W,M,4
1625,../data/NistFormatted/f1626_05.png,f1626_05.png,R,M,2
3958,../data/NistFormatted/s1959_07.png,s1959_07.png,L,F,1
476,../data/NistFormatted/f0477_04.png,f0477_04.png,W,M,4
3487,../data/NistFormatted/s1488_01.png,s1488_01.png,R,M,2
3837,../data/NistFormatted/s1838_07.png,s1838_07.png,A,F,0
1546,../data/NistFormatted/f1547_01.png,f1547_01.png,R,M,2
3108,../data/NistFormatted/s1109_04.png,s1109_04.png,R,M,2
2273,../data/NistFormatted/s0274_05.png,s0274_05.png,R,M,2
3759,../data/NistFormatted/s1760_04.png,s1760_04.png,R,M,2
1451,../data/NistFormatted/f1452_01.png,f1452_01.png,A,M,0
3428,../data/NistFormatted/s1429_06.png,s1429_06.png,L,M,1
3256,../data/NistFormatted/s1257_04.png,s1257_04.png,R,F,2
3072,../data/NistFormatted/s1073_06.png,s1073_06.png,L,F,1
864,../data/NistFormatted/f0865_01.png,f0865_01.png,W,M,4
2399,../data/NistFormatted/s0400_02.png,s0400_02.png,T,M,3
1898,../data/NistFormatted/f1899_06.png,f1899_06.png,L,F,1
721,../data/NistFormatted/f0722_04.png,f0722_04.png,R,F,2
2181,../data/NistFormatted/s0182_10.png,s0182_10.png,L,M,1
3443,../data/NistFormatted/s1444_01.png,s1444_01.png,W,M,4
2162,../data/NistFormatted/s0163_03.png,s0163_03.png,T,M,3
3442,../data/NistFormatted/s1443_03.png,s1443_03.png,W,M,4
3468,../data/NistFormatted/s1469_04.png,s1469_04.png,W,M,4
658,../data/NistFormatted/f0659_10.png,f0659_10.png,T,M,3
690,../data/NistFormatted/f0691_04.png,f0691_04.png,R,M,2
1345,../data/NistFormatted/f1346_05.png,f1346_05.png,R,M,2
842,../data/NistFormatted/f0843_05.png,f0843_05.png,R,M,2
801,../data/NistFormatted/f0802_01.png,f0802_01.png,R,M,2
357,../data/NistFormatted/f0358_09.png,f0358_09.png,L,M,1
2199,../data/NistFormatted/s0200_06.png,s0200_06.png,W,M,4
3783,../data/NistFormatted/s1784_02.png,s1784_02.png,R,M,2
2451,../data/NistFormatted/s0452_06.png,s0452_06.png,W,M,4
1415,../data/NistFormatted/f1416_06.png,f1416_06.png,A,M,0
656,../data/NistFormatted/f0657_06.png,f0657_06.png,W,M,4
2925,../data/NistFormatted/s0926_04.png,s0926_04.png,R,M,2
2082,../data/NistFormatted/s0083_04.png,s0083_04.png,R,M,2
2792,../data/NistFormatted/s0793_09.png,s0793_09.png,L,M,1
2745,../data/NistFormatted/s0746_10.png,s0746_10.png,T,M,3
3910,../data/NistFormatted/s1911_09.png,s1911_09.png,A,M,0
1193,../data/NistFormatted/f1194_10.png,f1194_10.png,A,M,0
2576,../data/NistFormatted/s0577_06.png,s0577_06.png,A,M,0
1458,../data/NistFormatted/f1459_09.png,f1459_09.png,W,M,4
611,../data/NistFormatted/f0612_04.png,f0612_04.png,W,F,4
1354,../data/NistFormatted/f1355_05.png,f1355_05.png,R,F,2
2849,../data/NistFormatted/s0850_07.png,s0850_07.png,T,M,3
562,../data/NistFormatted/f0563_04.png,f0563_04.png,W,M,4
1225,../data/NistFormatted/f1226_04.png,f1226_04.png,R,F,2
3802,../data/NistFormatted/s1803_08.png,s1803_08.png,L,F,1
1892,../data/NistFormatted/f1893_08.png,f1893_08.png,A,M,0
1211,../data/NistFormatted/f1212_03.png,f1212_03.png,R,M,2
3383,../data/NistFormatted/s1384_07.png,s1384_07.png,T,F,3
3810,../data/NistFormatted/s1811_02.png,s1811_02.png,T,M,3
1411,../data/NistFormatted/f1412_04.png,f1412_04.png,R,M,2
1879,../data/NistFormatted/f1880_04.png,f1880_04.png,W,M,4
1446,../data/NistFormatted/f1447_03.png,f1447_03.png,A,M,0
1507,../data/NistFormatted/f1508_10.png,f1508_10.png,T,M,3
3500,../data/NistFormatted/s1501_06.png,s1501_06.png,L,M,1
304,../data/NistFormatted/f0305_01.png,f0305_01.png,R,M,2
356,../data/NistFormatted/f0357_07.png,f0357_07.png,A,F,0
2696,../data/NistFormatted/s0697_07.png,s0697_07.png,T,M,3
2140,../data/NistFormatted/s0141_01.png,s0141_01.png,R,F,2
330,../data/NistFormatted/f0331_05.png,f0331_05.png,R,M,2
3535,../data/NistFormatted/s1536_02.png,s1536_02.png,T,M,3
3451,../data/NistFormatted/s1452_01.png,s1452_01.png,A,M,0
856,../data/NistFormatted/f0857_09.png,f0857_09.png,W,F,4
1851,../data/NistFormatted/f1852_01.png,f1852_01.png,W,M,4
3952,../data/NistFormatted/s1953_03.png,s1953_03.png,T,M,3
704,../data/NistFormatted/f0705_03.png,f0705_03.png,T,M,3
3309,../data/NistFormatted/s1310_09.png,s1310_09.png,L,M,1
2143,../data/NistFormatted/s0144_07.png,s0144_07.png,W,M,4
2971,../data/NistFormatted/s0972_08.png,s0972_08.png,L,M,1
2717,../data/NistFormatted/s0718_06.png,s0718_06.png,L,M,1
1828,../data/NistFormatted/f1829_10.png,f1829_10.png,L,M,1
485,../data/NistFormatted/f0486_10.png,f0486_10.png,T,M,3
3568,../data/NistFormatted/s1569_06.png,s1569_06.png,L,M,1
487,../data/NistFormatted/f0488_10.png,f0488_10.png,L,M,1
573,../data/NistFormatted/f0574_09.png,f0574_09.png,T,F,3
1573,../data/NistFormatted/f1574_07.png,f1574_07.png,A,M,0
2543,../data/NistFormatted/s0544_10.png,s0544_10.png,W,M,4
1072,../data/NistFormatted/f1073_06.png,f1073_06.png,L,F,1
988,../data/NistFormatted/f0989_06.png,f0989_06.png,L,M,1
2223,../data/NistFormatted/s0224_09.png,s0224_09.png,L,M,1
3793,../data/NistFormatted/s1794_08.png,s1794_08.png,R,M,2
722,../data/NistFormatted/f0723_01.png,f0723_01.png,R,M,2
2135,../data/NistFormatted/s0136_01.png,s0136_01.png,R,F,2
2216,../data/NistFormatted/s0217_02.png,s0217_02.png,T,M,3
2999,../data/NistFormatted/s1000_07.png,s1000_07.png,T,F,3
3453,../data/NistFormatted/s1454_08.png,s1454_08.png,W,M,4
3573,../data/NistFormatted/s1574_07.png,s1574_07.png,A,M,0
2179,../data/NistFormatted/s0180_01.png,s0180_01.png,W,M,4
240,../data/NistFormatted/f0241_04.png,f0241_04.png,R,M,2
2208,../data/NistFormatted/s0209_04.png,s0209_04.png,W,M,4
909,../data/NistFormatted/f0910_07.png,f0910_07.png,T,M,3
2178,../data/NistFormatted/s0179_09.png,s0179_09.png,L,M,1
3431,../data/NistFormatted/s1432_03.png,s1432_03.png,R,M,2
521,../data/NistFormatted/f0522_09.png,f0522_09.png,L,M,1
2220,../data/NistFormatted/s0221_06.png,s0221_06.png,A,M,0
3483,../data/NistFormatted/s1484_02.png,s1484_02.png,T,F,3
3778,../data/NistFormatted/s1779_07.png,s1779_07.png,A,F,0
3781,../data/NistFormatted/s1782_09.png,s1782_09.png,L,M,1
1708,../data/NistFormatted/f1709_01.png,f1709_01.png,R,M,2
2094,../data/NistFormatted/s0095_05.png,s0095_05.png,R,M,2
513,../data/NistFormatted/f0514_10.png,f0514_10.png,L,M,1
2137,../data/NistFormatted/s0138_06.png,s0138_06.png,L,M,1
542,../data/NistFormatted/f0543_07.png,f0543_07.png,W,M,4
2103,../data/NistFormatted/s0104_08.png,s0104_08.png,W,M,4
2444,../data/NistFormatted/s0445_01.png,s0445_01.png,W,M,4
3679,../data/NistFormatted/s1680_02.png,s1680_02.png,W,M,4
2732,../data/NistFormatted/s0733_08.png,s0733_08.png,T,M,3
492,../data/NistFormatted/f0493_01.png,f0493_01.png,W,M,4
985,../data/NistFormatted/f0986_08.png,f0986_08.png,W,M,4
2282,../data/NistFormatted/s0283_02.png,s0283_02.png,T,M,3
820,../data/NistFormatted/f0821_01.png,f0821_01.png,A,M,0
2084,../data/NistFormatted/s0085_10.png,s0085_10.png,L,F,1
337,../data/NistFormatted/f0338_04.png,f0338_04.png,W,M,4
2766,../data/NistFormatted/s0767_03.png,s0767_03.png,A,M,0
2166,../data/NistFormatted/s0167_05.png,s0167_05.png,R,M,2
2744,../data/NistFormatted/s0745_03.png,s0745_03.png,A,M,0
563,../data/NistFormatted/f0564_05.png,f0564_05.png,R,M,2
3047,../data/NistFormatted/s1048_06.png,s1048_06.png,L,M,1
1545,../data/NistFormatted/f1546_08.png,f1546_08.png,L,M,1
3555,../data/NistFormatted/s1556_06.png,s1556_06.png,L,M,1
723,../data/NistFormatted/f0724_04.png,f0724_04.png,R,F,2
2446,../data/NistFormatted/s0447_01.png,s0447_01.png,W,M,4
1270,../data/NistFormatted/f1271_08.png,f1271_08.png,L,F,1
3926,../data/NistFormatted/s1927_03.png,s1927_03.png,A,M,0
1237,../data/NistFormatted/f1238_09.png,f1238_09.png,L,M,1
1038,../data/NistFormatted/f1039_07.png,f1039_07.png,W,M,4
1853,../data/NistFormatted/f1854_09.png,f1854_09.png,L,M,1
1385,../data/NistFormatted/f1386_01.png,f1386_01.png,R,M,2
2783,../data/NistFormatted/s0784_06.png,s0784_06.png,A,M,0
1384,../data/NistFormatted/f1385_06.png,f1385_06.png,W,M,4
249,../data/NistFormatted/f0250_10.png,f0250_10.png,L,M,1
3681,../data/NistFormatted/s1682_05.png,s1682_05.png,T,F,3
1018,../data/NistFormatted/f1019_04.png,f1019_04.png,R,F,2
2609,../data/NistFormatted/s0610_04.png,s0610_04.png,T,F,3
2429,../data/NistFormatted/s0430_10.png,s0430_10.png,L,M,1
1475,../data/NistFormatted/f1476_02.png,f1476_02.png,L,M,1
1821,../data/NistFormatted/f1822_03.png,f1822_03.png,R,M,2
3847,../data/NistFormatted/s1848_01.png,s1848_01.png,W,M,4
